Code,Description,Project
6061.0,CMS Gearbox Sensor Error,CFW
6062.0,CMS Generator Sensor Error,CFW
6063.0,CMS MainBearing Sensor Error,CFW
6064.0,CMS Tower Sensor Error,CFW
6073.0,Awaiting safety reset pressed,CFW
6074.0,Awaiting safety reset pressed,CFW
3072.0,HVCBNotReconnected,CFW
6076.0,BladeB Heat. Leak Curr. Error,CFW
3073.0,TripHVButtonActivated__,CFW
6078.0,Hub in safe mode pending,CFW
6079.0,IceDetectedInBladeAutoAckWarn,CFW
6080.0,HydrHighPressPumpNotOk,CFW
6082.0,SafetySystemConvProtectionStop,CFW
6136.0,Data file fail-see opr log,CFW
6175.0,UserDefSupvBatProtectActive,CFW
6176.0,UserDefSupvShadowFlickerActive,CFW
6195.0,Swg open due to grid outage,CFW
3074.0,HVCBTripCircuitError,CFW
3075.0,ProtectionSystemActivated,CFW
6226.0,"HydPressOscBlBFilt_, ___._bar",CFW
6227.0,"HydPressOscBlCFilt_, ___._bar",CFW
6271.0,Alarm during ManFun & HighSpd,CFW
3076.0,HVCBOpened,CFW
3077.0,HVCBReconnected,CFW
3078.0,YawLubrUntwistRequested,CFW
3079.0,YawLubrUntwistRequired,CFW
6288.0,DeIcing active,CFW
6290.0,Pitch accu. test active,CFW
6293.0,Pitch valves test active,CFW
3080.0,ModeSelectorTowerSignalError,CFW
3081.0,ModeSelectorNacelleSignalError,CFW
3082.0,ModeSelectorOperationErr__,CFW
3083.0,TowerModeSelPos__Tow__Nacelle,CFW
3084.0,NacelleModeSelPos__Tower__Nac,CFW
3085.0,ModeSelector__Pos__CommRights,CFW
3086.0,ManBladeSelectorSignalMismatch,CFW
3087.0,Hub In Safe Mode Enter,CFW
3088.0,Hub In Safe Mode Leave,CFW
3089.0,Hub In SafeMode While Rotating,CFW
3091.0,StatorFilter Thermo Fault,CFW
3093.0,StatorFilterSignal Err,CFW
3094.0,StatorFilterFuseSig Err,CFW
3096.0,BrakePressureTooHigh___bar,CFW
3097.0,BrakeApplied:_Safety_Control,CFW
3098.0,BrakeReleased:_Safety_Control,CFW
3099.0,BrakeAppliedInProduction,CFW
6333.0,Lightning Det BldA Chg Snr Err,CFW
3100.0,CMSGearVibrSignal1High____mm/s,CFW
6335.0,Lightning Det BldC Chg Snr Err,CFW
6348.0,Yaw Prim Cont Feedback Error,CFW
6349.0,Yaw Sec Cont Feedback Error,CFW
6350.0,Other Prim Cont Feedback Error,CFW
3101.0,CMSGearVibrSignal2High____mm/s,CFW
3102.0,CMSGearVibrSignal3High____mm/s,CFW
3103.0,CMSGearVibrSignal4High____mm/s,CFW
3104.0,CMSGearVibrSignal5High____mm/s,CFW
3105.0,CMSGearVibrSignal6High____mm/s,CFW
3106.0,CMSGearVibrSignal7High____mm/s,CFW
3107.0,CMSGearVibr1TooHigh_____mm/s,CFW
3108.0,CMSGearVibr2TooHigh_____mm/s,CFW
3109.0,CMSGearVibr3TooHigh_____mm/s,CFW
3110.0,CMSGearVibr4TooHigh_____mm/s,CFW
6476.0,Yaw Speed Low ___,CFW
3111.0,CMSGearVibr5TooHigh_____mm/s,CFW
6481.0,Smoke Detector System Error,CFW
6482.0,SmokeDetector Com. Error,CFW
6483.0,Smoke Detector Sensor Soiled,CFW
6484.0,Smoke Detector Sensor Error,CFW
6485.0,PSManPowerMangActiveWar,CFW
6486.0,"SignalErrorTimout. _____,_____",CFW
6488.0,MSCHighSumCurrentIntraStack,CFW
6489.0,AsymMSCCurrentIntraStack,CFW
6490.0,AsymStatorVoltageIntraWinding,CFW
6491.0,AsymStatorVoltageInterWinding,CFW
6492.0,StatorBackEMFVoltageCheckErr,CFW
6493.0,StatorVoltageSumErr,CFW
6494.0,HighGenCurrentLevel1,CFW
6495.0,HighGenCurrentLevel 2,CFW
6496.0,AsymStatorCurrentInterWinding,CFW
6497.0,PiSVSafeMode _ PowDerate:____,CFW
6596.0,EnvTempSensorUnavailable,CFW
6876.0,"High temp.Gear bear.___,___Â°C",CFW
6935.0,HubSafety PressureSensor A Err,CFW
6936.0,HubSafety PressureSensor B Err,CFW
6937.0,HubSafety PressureSensor C Err,CFW
6938.0,HubSafety PressSensor dist Err,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
,,CFW
3112.0,CMSGearVibr6TooHigh_____mm/s,CFW
3113.0,CMSGearVibr7TooHigh_____mm/s,CFW
3114.0,CMSGenVibrSignal1High____mm/s,CFW
3115.0,CMSGenVibrSignal2High____mm/s,CFW
3116.0,CMSGenerVibr1TooHigh____mm/s,CFW
3117.0,CMSGenerVibr2TooHigh____mm/s,CFW
3118.0,CMSMainBearingVibrHigh____mm/s,CFW
7.0,CT3218 initialization error,CFW
8.0,CT3220 initial. error pos.__,CFW
9.0,Initialisation of ArcNet,CFW
10.0,CT3232 initialization error,CFW
3119.0,CMSMainBearVibrTooHigh____mm/s,CFW
3120.0,"PtchValAErr,VeloctyA___._mm/s",CFW
13.0,Too many sublogics,CFW
14.0,Too many DecOpState routines,CFW
3121.0,"PtchValBErr,VeloctyB___._mm/s",CFW
3122.0,"PtchValCErr,VeloctyC___._mm/s",CFW
3123.0,PitchVelocityDiffExceed___mm/s,CFW
3124.0,EMCPitchValvesTestPerformed,CFW
3125.0,Pitch Valves Test Failure,CFW
3126.0,FlushTestErr;EMCPilot___bar,CFW
3127.0,HydrPress___bar;EMCPilot___bar,CFW
3128.0,HydrPress___bar;EMCPilot___bar,CFW
3129.0,DODP Valve Failure,CFW
3130.0,"MSCHWErr, ConvModID __ Par2___",CFW
3132.0,"HighIMSC L__,MaxCurr____A",CFW
3134.0,"GenSpeedOutLimLw/Hi:_, ____rpm",CFW
3135.0,"Sync time out___s,SyncState___",CFW
3136.0,"ConnTransTimeOut__s,MSCState__",CFW
3137.0,"LckMSCTimeOut___ms,MSCState_",CFW
3138.0,"DiscTransPrm___s,MainMSCState_",CFW
3140.0,"LSCHWErrInfo, ConvModule_, L_",CFW
3141.0,"HighILSC,L_,MaxLSCCurr____A",CFW
34.0,Bad telegram xmit format,CFW
35.0,Bad ArcNet sub address,CFW
36.0,No communication with Top _,CFW
37.0,No communication with VCPM _,CFW
38.0,No comm. with Hub _,CFW
39.0,Too many log slaves,CFW
40.0,SW versionconflict GND/HUB,CFW
42.0,Aviation light error,CFW
43.0,Ground:ServiceHandler called,CFW
44.0,SW versionconflict GND/TOP,CFW
3143.0,"PreChTimeOut DCLink____V, ___s",CFW
46.0,CT____ illegal version __.__,CFW
3144.0,"ChargeTrnsTimeout__s,LSC__",CFW
3145.0,"PreDisTimeout DC:____V,_.__s",CFW
3147.0,"LockLSCTimeOut_.___s,LSCState_",CFW
50.0,No communication with CT3251,CFW
3148.0,"DCChopperHWErr, ConvModule__",CFW
52.0,ZeroCross interrupt missing _,CFW
53.0,Error in CT3232,CFW
54.0,VDI telegram xmit error,CFW
55.0,Telegram lost during reception,CFW
56.0,Telegram lost during xmission,CFW
57.0,ArcNet reconfiguration,CFW
58.0,Time constant (thau) is zero,CFW
59.0,Top fan__Temp:___C,CFW
60.0,VDI telegram format error,CFW
61.0,Illegal VDI subscription,CFW
62.0,Ground status report timeout,CFW
63.0,Power telegraph timeout,CFW
64.0,VCPMstate queue overflow,CFW
65.0,Unused Opcode,CFW
66.0,Hub fan__Temp:___C,CFW
3149.0,DCChopperHWErrInfo ConvMod__,CFW
3150.0,"GridPhaseSeqErr,Par1___ Par2__",CFW
3151.0,"GridFilterContErr,Par1__Par2__",CFW
3152.0,"GridFiltFuseErr,___kVar,Val:_",CFW
3153.0,"GridFiltNotCon,Time___s,Par2__",CFW
3154.0,DischargeSupvTimeout___s,CFW
3155.0,"RundownTimeout___s,____RPM",CFW
3156.0,FrtDetect: Volt___% Time__.__s,CFW
3157.0,DisconnPowHi:____kW Lim:__kW,CFW
3158.0,UnexpContFB:Substate_EvntNr__,CFW
3159.0,VPCIntSWErr:Par1____Par2____,CFW
3160.0,"ExtHighIMSC,ConvMod_,Par2___",CFW
3161.0,"ExtMSCInfo:ConvMod_, L___",CFW
3162.0,"ExtHighILSC,ConvMod_,Par2___",CFW
3163.0,"ExtLSCInfo:ConvMod_, L___",CFW
3164.0,"PwrStopActive,Par1____Par2____",CFW
3165.0,"PSCCHWErr,ConvMod_,ErrCode____",CFW
3166.0,"PSCCCANErr,ConvMod_,ErrCod____",CFW
3172.0,PowerStopHighTemp,CFW
3173.0,PowerStopOverTemp,CFW
3174.0,TransformerHighCoreTemp,CFW
3175.0,HydrOilExtremeHighTemp_____Â°C,CFW
3179.0,LIDARExtremeGustDetec__._m/s^2,CFW
3180.0,Nac Temp:___Panel2Temp:___C,CFW
3181.0,Nac Temp:___Panel2Temp:___C,CFW
3182.0,Nac PanelFan2__Temp___C,CFW
3184.0,GrayCodeInvShift:Prev__Act__,CFW
3185.0,"CamPulsMiss:Time___s,CT______Â°",CFW
3186.0,"CTStopReached:Code__,CT______Â°",CFW
3187.0,Common EMC Valve Fail,CFW
3188.0,EMC valve err in pitch blockA,CFW
3189.0,EMC valve err in pitch blockB,CFW
3190.0,EMC valve err in pitch blockC,CFW
3191.0,Common accu failed test:____,CFW
3192.0,Leakage pitch accum.A:___bar,CFW
3193.0,Leakage pitch accum.B:___bar,CFW
3194.0,Leakage pitch accum.C:___bar,CFW
3195.0,Low flow tank block A:___bar,CFW
3196.0,Low flow tank block B:___bar,CFW
128.0,Trip Q8 L_: ___ V,CFW
129.0,Frequency error: ___.__ Hz,CFW
3197.0,Low flow tank block C:___bar,CFW
3198.0,Accu A failed in test:___bar,CFW
152.0,Emerg. --> Stop Rot:___._ RPM,CFW
159.0,Ext. RPM guard ____ RPM S_,CFW
3199.0,Accu B failed in test:___bar,CFW
3200.0,Accu C failed in test:___bar,CFW
3201.0,PitchPress Diff Hi.A______,CFW
3202.0,PitchPress Diff Hi.B______,CFW
3203.0,PitchPress Diff Hi.C______,CFW
3204.0,Nacelle position err ___Â°,CFW
3205.0,GrayCodeShiftUnexp.Err: ___,CFW
3206.0,Nacelle pos ResetUnexp: ___._Â°,CFW
3207.0,Nacelle pos reset missing,CFW
3208.0,CT Est.Twist fault,CFW
3209.0,YawSignals Invalid,CFW
3210.0,GrayCodeResetShiftUnexp.____,CFW
3211.0,GrayCodeResetShiftMiss.____,CFW
3212.0,CableTwistCodeShift:New__Old__,CFW
3213.0,NacReset Err___._ Est___._,CFW
3214.0,NacPosNoise:Est___._Nac___._,CFW
3215.0,NacPosHiFreq:Est___._Nac___._,CFW
3216.0,CableTwReset:Err___._Est:___._,CFW
185.0,Outyawing too much S___ activ,CFW
3217.0,CableTwRstPa:Err___._Est:___._,CFW
3218.0,Low Battery VPC,CFW
3219.0,GrayCodeShiftMiss ____,CFW
197.0,Yaw activity not detected,CFW
198.0,Yaw position is changed,CFW
199.0,Thermo table full,CFW
200.0,Yaw speed error ___._ in __ s,CFW
3220.0,Yaw Speed Low ___,CFW
3221.0,NacPosSigInvalidShift Err:___,CFW
3222.0,HighTempMSC.IGBT:Mod__; ____Â°C,CFW
3223.0,HighTempLSC.IGBT:Mod__; ____Â°C,CFW
211.0,Metal chip detec:____RPM/___C,CFW
213.0,Error temp.sensor R___ blade _,CFW
214.0,Low oil level ____RPM/___C,CFW
215.0,Press.drop hydr.filt.Hub ___C,CFW
218.0,Thermoerror Int.Gen.Fan F___B,CFW
219.0,Thermoerror Ext.Gen.Fan F____,CFW
220.0,New SERVICE state: _____ Unscheduled maintenance,CFW
221.0,ERROR:,CFW
222.0,Emergency ____._kW ____RPM,CFW
223.0,Stop ____._kW ____RPM,CFW
224.0,Pause ____._kW ____RPM,CFW
225.0,Run,CFW
226.0,Power cutout,CFW
3231.0,HydHighPressPump2SignalInvalid,CFW
3232.0,HighPressPump2ThermoInvalid,CFW
3233.0,HighPressPump2FeedbackInvalid,CFW
230.0,Auto-restart after ____ sec,CFW
231.0,Restart not possible,CFW
233.0,WATCHDOG trigging disabled,CFW
234.0,Miss. error ack.before restart,CFW
235.0,Error ___ ackd. over RCS,CFW
236.0,Error ___ acknowledged manual.,CFW
237.0,WATCHDOG was not trigged,CFW
238.0,Busbarvent._Power: ____._kW,CFW
239.0,Lightning blade _: ___ kA,CFW
240.0,Lightning blade _: ___ kA,CFW
241.0,GPS reciever out of order,CFW
242.0,Light. det. error ___ ___,CFW
243.0,Hot generator ___C ______kW,CFW
244.0,Hot gear___C ______kW,CFW
245.0,Hot HV trafo ___C ______kW,CFW
246.0,High voltage ___V ______kW,CFW
247.0,Wind:__._m/s derate to:_____kW,CFW
248.0,User power setpoint _____kW,CFW
249.0,Too many warnings in queue _,CFW
250.0,No space in warning log,CFW
251.0,Low oil flow: _.__bar/ ____RPM,CFW
252.0,Low oil flow: ____RPM/ ___C,CFW
253.0,Max DP filt. A:_.__bar/____RPM,CFW
3234.0,PitchAccumulatorTestAccFailed,CFW
3235.0,"PitchAccTestSysAccFail,Time__s",CFW
3236.0,PitchSystDrainValveFail____bar,CFW
3237.0,"PitchManifAAccFailed,Time___s",CFW
3238.0,PitchManifADrainVlvFail____bar,CFW
259.0,SW versionconflict GND/GRID,CFW
260.0,Log reset by user,CFW
3239.0,"PitchManifBAccFailed,Time___s",CFW
3240.0,PitchManifBDrainVlvFail____bar,CFW
3241.0,"PitchManifCAccFailed,Time___s",CFW
3243.0,ConvGenWatCoolPumpSignInvalid,CFW
3244.0,ConvGenWatCoolPumpThermoFault,CFW
3245.0,ConvGenWatCoolPumpThermInvalid,CFW
3246.0,ConvGenWatCoolPumpPosFeedback,CFW
3247.0,ConvGenWatCoolPumpNegFeedback,CFW
3248.0,ConvGenWatCoolPumpFeedBInvalid,CFW
3249.0,ConvGenWatCooHeaterSignInvalid,CFW
3250.0,ConvGenWatCoolHeatPosFeedback,CFW
3251.0,ConvGenWatCoolHeatNegFeedback,CFW
273.0,E.Wind:__._m/s Nac.Dir:____._,CFW
274.0,Nac.vent.3 nac/gear:___/___C,CFW
275.0,Start auto-outyawing CW,CFW
276.0,Start auto-outyawing CCW,CFW
277.0,Start autoyawing CW,CFW
278.0,Start autoyawing CCW,CFW
279.0,Stop autoyawing,CFW
280.0,Yawcontr. from:_____ to:_____,CFW
281.0,Start manual yawing CCW,CFW
282.0,Yawing manually stopped,CFW
283.0,Start manual yawing CW,CFW
284.0,Stop auto-outyawing,CFW
3252.0,ConvGenWatCoolHeatFeedBInvalid,CFW
286.0,Max DP filt. B:_.__bar/____RPM,CFW
287.0,Max DP filt. B: ____RPM/ ___C,CFW
3253.0,"HighTempPwrStopRes:Mod__,___Â°C",CFW
3254.0,Software Err On PSC Controller,CFW
290.0,VDF data lost. Code__________,CFW
3255.0,"MSCCurrLoadShare:PSC__,Phase__",CFW
3257.0,Boot Failure PSC Module __,CFW
3263.0,WeldedContactor: ID __PSC __,CFW
294.0,Frequency controller stopped,CFW
295.0,VMP halted: Program upload,CFW
298.0,Tow. acc. X Warn.:__.__ m/s^2,CFW
299.0,Tow. acc. Y Warn.:__.__ m/s^2,CFW
300.0,Aviation Lamp error,CFW
301.0,Aviation Lamp shift,CFW
302.0,Thermo error hydr. oilcooler,CFW
303.0,Marine Lamp error,CFW
3264.0,BreakerTrip:Subst___EvntNr___,CFW
3265.0,PitchSystemAccTestComplete,CFW
3266.0,PitchManifoldAccTestComplete,CFW
3267.0,PilotLine:EMCFlushTestComplete,CFW
3268.0,PilotValves: EMC Test Complete,CFW
3269.0,DODPValves:DODPTestComplete,CFW
3274.0,CTCodeResetShiftUnexp:Old_New_,CFW
3275.0,CodeResShiftMiss:Code_______,CFW
3276.0,Yaw Wrong Direction,CFW
3278.0,CableTwistCodeShift:New__Old__,CFW
3279.0,NacellePosReset:Pos___ Code_,CFW
3280.0,NacPosNoise:EstPos___Pos___,CFW
3281.0,NacPosHighFr:EstPos___Pos___,CFW
3282.0,NacPosShift:EstPos___Pos___,CFW
3283.0,CableTwistReset:Err_________,CFW
3284.0,Cable Twist Reset Passed,CFW
3285.0,Yaw Control Auto Yawing,CFW
3286.0,Yaw Control Manual Yawing,CFW
3287.0,StartManYawCW:CableTwist___._,CFW
3288.0,StartManYawCCW:CableTwist___._,CFW
3289.0,StopManYaw:CableTwist___._,CFW
3290.0,CableUntwistCW:CableTw___._,CFW
354.0,Par. __.___ set to ______ rem.,CFW
3291.0,CableUntwistCCW:CableTw___._,CFW
3292.0,CableUntwistPerf:CableTw___._,CFW
3293.0,StopYawDirection:Allow CW_CCW_,CFW
3294.0,YawMovUnxpSt:Slip___._Nac___._,CFW
3295.0,YawMovUnxpEn:Slip___._Nac___._,CFW
3314.0,"Trafo SignalError. _____,_____",CFW
3315.0,"PitchA step:__._Â°, SwHist:___",CFW
3316.0,"PitchB step:__._Â°, SwHist:___",CFW
3318.0,"CollPi step:__._Â°, SwHist:___",CFW
3323.0,Overspeed Guard Config Err __,CFW
3324.0,Max time hydr. pumping:___ sec,CFW
3325.0,GenerLubrErr:MissLubrTime___s,CFW
3326.0,GeneratorLubricationCompleted,CFW
3327.0,SafetySysCommErr:LinkEstabl___,CFW
3328.0,SafetySysCheckSumErr:_____,CFW
3329.0,DODP Leak Failure,CFW
3330.0,Brake Warning,CFW
3331.0,DCLink Contactor Feedback,CFW
377.0,Error on US change to 0/90,CFW
3332.0,ChargeCont Fb timeout act:__,CFW
3333.0,GridFiltContFb timeout act:__,CFW
380.0,WS1 invalid data: _,CFW
382.0,SlipR ext. fan__Temp:___C,CFW
383.0,Gen SlipR. Fan: __Temp:___C,CFW
384.0,Thermo error Gen.Slip Ring Fan,CFW
385.0,Feedback = _:SlipR fan S____,CFW
3334.0,"LSCBreakerFbTimeout PSC__,act_",CFW
3335.0,StatVoltSensFbTimeout act:__,CFW
388.0,VCS water pump OFF,CFW
389.0,IGBT pump ON Top:___ Wa:___,CFW
390.0,IGBT pump OFF Top:___ Wa:___,CFW
391.0,VCS int.fan ON Nac:___ Wa:___,CFW
392.0,VCS int.fan OFF Nac:___ Wa:___,CFW
393.0,VCS external vent. ON,CFW
3336.0,"GenBreakerFbTimeout PSC__,act_",CFW
3337.0,"DischangeTimeout.____V, ____ms",CFW
3338.0,"PSC Low DCVolt. PSC:__, ____V",CFW
3339.0,"PSC High DCVolt. PSC:__, ____V",CFW
3340.0,"Unexp DCLink Fb. PSC__,act_",CFW
3341.0,"Unexp GridFilter Fb.ID:__,act_",CFW
400.0,Thermoerror IGBT fan F____,CFW
3342.0,Unexp ChargeContFb. Act:__,CFW
3343.0,"UnexpLSCBreaker Fb.PSC__,act_",CFW
3344.0,"UnexpGenBreakerFb.PSC__,act _",CFW
3345.0,UnexpStatVoltContFb.act _,CFW
3347.0,ManualBladeBearingLubrDone,CFW
3348.0,PressureControlSuppressed,CFW
408.0,User defined alarm 1,CFW
409.0,User defined alarm 2,CFW
410.0,CT3234 init error P__ S___,CFW
3349.0,GearHeat Pos Fb Err,CFW
412.0,WS2 invalid data: _,CFW
419.0,VDI Transmit resource Low,CFW
3350.0,GearHeat Neg Fb Err,CFW
421.0,Yaw Curve Error point _._=_._,CFW
3351.0,GearHeat Signal Err,CFW
423.0,Blocking run nacelle ___C,CFW
3352.0,GearLubr StartPressLow __._bar,CFW
425.0,Event __ in ConvCtrl state __,CFW
426.0,Event __ in KxxCtrl state __,CFW
427.0,Event __ in StDlCtrl state __,CFW
428.0,Event __ in ConvCtrl state __,CFW
429.0,Max warnings gen-_ reconnects,CFW
431.0,MDSP-SDSP Comm. timeout,CFW
432.0,Wrong LSI Version: _____,CFW
433.0,Noise setting changed to: _,CFW
434.0,Warninglog reset by user,CFW
435.0,Start yawing to reset CW,CFW
3353.0,GearLubr StartPressLow __._bar,CFW
437.0,Hot bearing ___C ______kW,CFW
438.0,Hot top ctrl. ___C ______kW,CFW
439.0,Hot IGBTs ___C ______kW,CFW
440.0,Hot VRCC water ___C ______kW,CFW
3354.0,GearLubrPress Derate Active,CFW
442.0,Remote power setpoint _____kW,CFW
443.0,Frequency error 1: ___.__ Hz,CFW
446.0,Hydr Pilot Press Diff,CFW
461.0,VPC board IntSW Warning __:__,CFW
471.0,Loadcal.A Offset ___Gain ____,CFW
472.0,Loadcal.B Offset ___Gain ____,CFW
3355.0,GearLubrPress Derate Inactive,CFW
3356.0,Inv. WindSig->SafeModePitch,CFW
3361.0,GenPhase Derate time ___ C,CFW
480.0,VCMS:Node___ Comm. error,CFW
3362.0,GenBearTempDerate __C En:__C,CFW
3363.0,GearDerate Time __C,CFW
3364.0,GearHS A Temp High Derate __C,CFW
3365.0,GearHS B Temp High Derate __C,CFW
3366.0,GearHS C Temp High Derate __C,CFW
486.0,VCMS:SEW11 V=_____um/s ____kW,CFW
487.0,VCMS:SEW11 A=_____mm/s2 ____kW,CFW
3368.0,BladeLoadGainErr in VTL,CFW
3369.0,Sensor StatusOrDeadErr in VTL,CFW
3370.0,Yaw Pulse Missing,CFW
491.0,VCMS:FEW11 A=_____mm/s2 ____kW,CFW
3371.0,CableTwistSens Fail,CFW
3372.0,Man Untwist Req,CFW
3375.0,WS1 Abrupt Dir Change,CFW
3376.0,WS2 Abrupt Dir Change,CFW
3377.0,WS1 Abrupt Speed Change,CFW
497.0,VCMS:SEA12 V=_____um/s ____kW,CFW
498.0,VCMS:SEA12 A=_____mm/s2 ____kW,CFW
499.0,VCMS:FEW12 V=_____um/s ____kW,CFW
500.0,VCMS:FEW12 A=_____mm/s2 ____kW,CFW
501.0,VCMS:FEA12 V=_____um/s ____kW,CFW
502.0,VCMS:FEA12 A=_____mm/s2 ____kW,CFW
503.0,VCMS:AMA12 A=_____mm/s2 ____kW,CFW
3378.0,WS2 Abrupt Speed Change,CFW
3379.0,WS1 Dir IO Err,CFW
3380.0,WS2 Dir IO Err,CFW
3381.0,WS1 Speed IO Err,CFW
3382.0,WS2 Speed IO Err,CFW
3383.0,WE Speed IO Err,CFW
3384.0,WE Speed Disagree ___,CFW
3385.0,WS2 Speed Disagree ___,CFW
512.0,VCMS:AMA13 A=_____mm/s2 ____kW,CFW
513.0,VCMS:SEW14 V=_____um/s ____kW,CFW
3386.0,WS1 Speed Disagree ___,CFW
3387.0,Wind Speed Unresolved,CFW
3388.0,Wind Dir Unresolved ___,CFW
3411.0,WS1 Dir Disagree ___,CFW
3412.0,WS2 Dir Disagree ___,CFW
3416.0,Hydr Startup Testing,CFW
520.0,VCMS:FEA14 A=_____mm/s2 ____kW,CFW
521.0,VCMS:AMA14 A=_____mm/s2 ____kW,CFW
522.0,VCMS:SEW15 V=_____um/s ____kW,CFW
523.0,VCMS:SEW15 A=_____mm/s2 ____kW,CFW
3417.0,EMC Valve Testing,CFW
3419.0,Shadow Detected,CFW
3420.0,Shadow Ctrl Error,CFW
3421.0,SWDS derate: Wind __Dir _,CFW
3422.0,SWDS OFF Wind __ m/s Dir ___d,CFW
3423.0,SWDS Low Wind:__._m/s dir:___,CFW
530.0,VCMS:AMA15 A=_____mm/s2 ____kW,CFW
531.0,VCMS:SEW31 V=_____um/s ____kW,CFW
532.0,VCMS:SEW31 A=_____mm/s2 ____kW,CFW
533.0,VCMS:SEA31 V=_____um/s ____kW,CFW
3424.0,SWDS High Wind:__._m/s dir:___,CFW
3425.0,SwGear Conf Error,CFW
3426.0,SwGear Insul Gas Press,CFW
3427.0,SwGear WaterSys1,CFW
3428.0,SwGear WaterSys2,CFW
3429.0,SwGear ShortCiruit Fault,CFW
3430.0,SwGear OverCurr Fault,CFW
3431.0,SwGear Earth Fault,CFW
3432.0,SwGear BreakerFailProtect,CFW
3433.0,SwGear Suprv Signal,CFW
3434.0,NRMS Deactivated dir:__,CFW
3435.0,Ext.SupplyVoltLow V:___ Ph_,CFW
3436.0,Ext.SupplyVoltHi V:___ Ph_,CFW
3437.0,Ext.SupplyFreqLow __Hz,CFW
3438.0,Ext.SupplyFreqHi __Hz,CFW
3439.0,Supply MainMotor Err,CFW
550.0,VCMS:Element alarm bearing #__,CFW
551.0,VCMS:Undefined error code,CFW
3440.0,Supply Coil Volt Err,CFW
3441.0,Supply YawMotor Err,CFW
3442.0,Supply Main Hydr Err,CFW
3443.0,Supply Aux Main CB Closed,CFW
3444.0,Supply Yaw Voltage Ok,CFW
3445.0,Supply Yaw Voltage Low,CFW
3446.0,Supply OtherMotor Err,CFW
3450.0,HighVoltageRoom SPDFuseL1Blown,CFW
3451.0,HighVoltageRoom SPDFuseL2Blown,CFW
3452.0,HighVoltageRoom SPDFuseL3Blown,CFW
3453.0,PowerBackupSupplyActive__,CFW
3455.0,DeIce Heater Group Fault,CFW
3456.0,DeIce Relay Contact Err,CFW
3457.0,DeIce Bl.Outside Shed Angles,CFW
3458.0,DeIce Safety Stop,CFW
3459.0,Gear Oil Pump Fault,CFW
3460.0,ConvPanel Humidity Err,CFW
3461.0,LineSideBreakerOpenFail Mod:__,CFW
3462.0,GenSideBreakerOpenFail Mod:__,CFW
3463.0,ChargeContactorOpenFailed,CFW
3464.0,StatVoltSensContOpenFailed,CFW
3465.0,GridFiltContOpenFail.Filter__,CFW
3466.0,LineSideBreakerTripped. Mod:__,CFW
3467.0,GenSideBreakerTripped. Mod:__,CFW
3468.0,DCChopperResistorLoad. ___Â°C,CFW
3469.0,LineSideBreakResetErr Module__,CFW
3470.0,GenSideBreakResetErr Module__,CFW
3471.0,DCLinkContOpenFailed Module__,CFW
3472.0,SafetySystem Reset Required,CFW
3473.0,SafetySys Not Ready For Reset,CFW
3475.0,SafetySys Converter Stopped,CFW
3476.0,GearHSBearA Diff A___Â°C S___Â°C,CFW
586.0,Q8 Close via RCS,CFW
587.0,Q16 Close via RCS,CFW
588.0,User ____ primary access,CFW
589.0,Obsolete,CFW
590.0,Obsolete,CFW
591.0,User ____ Access denied,CFW
592.0,New global account,CFW
593.0,New local account,CFW
594.0,Hoist mode failure,CFW
595.0,Help button activated,CFW
596.0,Hoist mode active,CFW
597.0,Reverse Yaw,CFW
3477.0,GearHSBearB Diff B___Â°C S___Â°C,CFW
3478.0,GearHSBearC Diff C___Â°C S___Â°C,CFW
3479.0,GearIMBearA Diff A___Â°C S___Â°C,CFW
3480.0,GearIMBearB Diff B___Â°C S___Â°C,CFW
3481.0,GearIMBearC Diff C___Â°C S___Â°C,CFW
3482.0,GearOilDerate Time __Â°C,CFW
3483.0,GearOilTempLow ___Â°C,CFW
3484.0,GearOilTempHigh ___Â°C,CFW
3485.0,GearInletTempLow ___Â°C,CFW
3486.0,GearInletTempHigh ___Â°C,CFW
3487.0,Gear HSBearA Temp:___Â°C,CFW
3488.0,Gear HSBearB Temp:___Â°C,CFW
3489.0,Gear HSBearC Temp:___Â°C,CFW
3490.0,Gear HSBearA Derate:___Â°C,CFW
3491.0,Gear HSBearB Derate:___Â°C,CFW
3492.0,Gear HSBearC Derate:___Â°C,CFW
3493.0,Gear IMBearA Temp:___Â°C,CFW
3494.0,Gear IMBearB Temp:___Â°C,CFW
3495.0,Gear IMBearC Temp:___Â°C,CFW
3496.0,Gear IMBearA Derate:___Â°C,CFW
3497.0,Gear IMBearB Derate:___Â°C,CFW
3498.0,Gear IMBearC Derate:___Â°C,CFW
3501.0,SafetySystem pending,CFW
3502.0,SafetySystem error,CFW
3510.0,NacelleHeater Pos Fb Err,CFW
3511.0,NacelleHeater Neg Fb Err,CFW
3512.0,NacelleHeater Signal Err,CFW
630.0,RCC header error,CFW
3513.0,Min generator RPM: ____._,CFW
3514.0,Pitch Calib Not Complete,CFW
3515.0,Fire Evolution,CFW
3516.0,FireProtection Service Done,CFW
3517.0,FireProtection Inspection Done,CFW
3518.0,FireProtection Enter Service,CFW
637.0,RCC error in master prom _,CFW
638.0,RCC NAK during upload.,CFW
